world,room,spawnpoint,sp_id,sp_id_index,name,obj_id,PosX,PosY,PosZ,RotX,RotY,RotZ,SpawnType,SpawnArgument,Serial,Arg1,Arg2,RC,SpawnDelay,Cmd,SpawnRange,Level,Medal
Agrabah,Agrabah,b_01,78,2,(M) Fiery Globe,76,-1920.86,-660.0,-1753.82,0,2.39,0,2,1,1031,0,0,0,8,0,0,1,0
Agrabah,Agrabah,b_01,78,3,(M) Fiery Globe,76,-1625.76,-660.0,-1594.4,0,2.39,0,2,1,1032,0,0,0,8,0,0,1,0
Agrabah,Agrabah,b_01,78,4,(M) Fiery Globe,76,-1719.38,-660.0,-1797.46,0,2.39,0,2,1,958,0,0,0,8,0,0,1,0
Agrabah,Agrabah,b_01,79,0,(M) Fiery Globe,76,-2728.73,-660.0,1487.9,0,2.39,0,2,1,969,0,0,0,0,0,0,3,0
Agrabah,Agrabah,b_01,79,1,(M) Fiery Globe,76,-2325.76,-660.0,1400.61,0,2.39,0,2,1,970,0,0,0,0,0,0,3,0
Agrabah,Agrabah,b_01,79,2,(M) Fiery Globe,76,-2367.82,-660.0,1149.16,0,2.39,0,2,1,1033,0,0,0,0,0,0,3,0
Agrabah,Agrabah,b_01,79,3,(M) Fiery Globe,76,-2511.41,-660.0,944.51,0,2.39,0,2,1,971,0,0,0,0,0,0,3,0
Agrabah,Agrabah,b_01,80,0,(M) Fat Bandit,1,258.4,-250,-1996.04,0,0.77,0,2,0,869,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_01,80,1,(M) Shadow,302,-25.35,-0.0,-2062.99,0,0.77,0,2,0,872,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_01,80,2,(M) Shadow,302,467.7,-0.0,-2210.96,0,0.77,0,2,0,874,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_01,80,3,(M) Shadow,302,332.86,-0.0,-1714.16,0,0.77,0,2,0,873,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_01,81,0,(M) Fiery Globe,76,-2027.7,-660.0,112.82,0,2.39,0,2,1,953,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_01,81,1,(M) Fiery Globe,76,-1624.74,-660.0,25.53,0,2.39,0,2,1,954,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_01,81,2,(M) Fiery Globe,76,-1503.61,-660.0,-101.09,0,2.39,0,2,1,967,0,0,0,25,0,0,2,0
Agrabah,Agrabah,b_01,81,3,(M) Fiery Globe,76,-1906.57,-660.0,-13.81,0,2.39,0,2,1,966,0,0,0,25,0,0,2,0
Agrabah,Agrabah,b_01,81,4,(M) Fiery Globe,76,-1810.39,-660.0,-430.57,0,2.39,0,2,1,955,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_01,81,5,(M) Fiery Globe,76,-1689.26,-660.0,-557.2,0,2.39,0,2,1,968,0,0,0,25,0,0,2,0
Agrabah,Agrabah,b_01,83,0,(M) Fat Bandit,1,-1228.6,-2.29,171.17,0,1.6,0,2,0,876,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_01,84,0,(M) Fat Bandit,1,-205.73,-150.0,2212.13,0,-1.61,0,2,0,879,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_01,84,1,(M) Fat Bandit,1,293.91,-150.0,2193.16,0,-1.61,0,2,0,882,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_01,84,2,(M) Fortuneteller,11,40.3,-200.0,2102.72,0,-1.61,0,2,0,881,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_01,648,0,(M) Shadow,302,-1952.38,0,2666.6,0,2.36,0,2,0,885,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_01,648,1,(M) Fat Bandit,1,-1957.96,0,2659.2,0,2.36,0,2,0,961,0,0,0,0,0,0,3,0
Agrabah,Agrabah,b_01,648,2,(M) Fortuneteller,11,-1957.96,0,2659.2,0,2.36,0,2,0,889,0,0,0,0,0,0,1,0
Agrabah,Agrabah,b_01,648,3,(M) Shadow,302,-2236.45,0,2948.21,0,2.36,0,2,0,886,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_01,648,4,(M) Fat Bandit,1,-2242.03,0,2940.8,0,2.36,0,2,0,962,0,0,0,0,0,0,3,0
Agrabah,Agrabah,b_01,648,5,(M) Fortuneteller,11,-2242.03,0,2940.8,0,2.36,0,2,0,890,0,0,0,0,0,0,1,0
Agrabah,Agrabah,b_01,649,0,(M) Fat Bandit,1,-1140.28,-2.29,-990.58,0,2.35,0,2,0,38,1,0,0,15,0,0,0,0
Agrabah,Agrabah,b_20,96,0,(M) Crimson Jazz,73,1613.75,-150.91,1810.08,0,0,0,2,0,989,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,99,0,(M) Neoshadow,120,3148.8,16.76,1177.78,0,0,0,2,0,992,0,0,0,0,0,0,1,0
Agrabah,Agrabah,b_20,99,1,(M) Neoshadow,120,3198.8,16.76,677.77,0,0,0,2,0,993,0,0,0,0,0,0,1,0
Agrabah,Agrabah,b_20,99,2,(M) Fat Bandit,1,3198.8,-183.24,977.77,0,0,0,2,0,991,0,0,0,0,0,0,1,0
Agrabah,Agrabah,b_20,101,0,(M) Fat Bandit,1,1531.84,-700.0,-641.14,0,2.34,0,2,0,998,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,101,1,(M) Fiery Globe,76,1416.02,-500.0,-1169.42,0,2.34,0,2,0,994,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,101,2,(M) Fiery Globe,76,1957.33,-500.0,-578.26,0,2.34,0,2,0,995,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,101,3,(M) Fiery Globe,76,1540.96,-500.0,-146.25,0,2.34,0,2,0,996,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,101,4,(M) Fiery Globe,76,1036.95,-500.0,-632.01,0,2.34,0,2,0,997,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,773,0,(M) Fiery Globe,76,191.56,-641.13,117.09,0,2.34,0,2,0,999,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_20,773,1,(M) Fiery Globe,76,294.22,-541.13,-131.83,0,2.34,0,2,0,1000,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_20,773,2,(M) Fiery Globe,76,153.78,-641.13,-59.19,0,2.34,0,2,0,1001,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_20,773,3,(M) Fiery Globe,76,332.0,-641.13,44.44,0,2.34,0,2,0,1034,0,0,0,10,0,0,0,0
Agrabah,Agrabah,b_20,774,0,(M) Fiery Globe,76,-2630.75,-760.0,1046.51,0,0.83,0,2,0,1002,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,774,1,(M) Fiery Globe,76,-2145.09,-760.0,1279.16,0,0.83,0,2,0,1003,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,774,2,(M) Fiery Globe,76,-2489.46,-960.0,1052.42,0,0.83,0,2,0,1005,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,774,3,(M) Fiery Globe,76,-2323.19,-910.0,1307.09,0,0.83,0,2,0,1006,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,774,4,(M) Fiery Globe,76,-2277.51,-960.0,1061.29,0,0.83,0,2,0,1035,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,774,5,(M) Fiery Globe,76,-2495.37,-660.0,1193.72,0,0.83,0,2,0,1036,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,775,0,(M) Fiery Globe,76,-1347.4,-750.0,561.93,0,2.37,0,2,0,1007,0,0,0,40,0,0,0,0
Agrabah,Agrabah,b_20,775,1,(M) Fiery Globe,76,-996.04,-500.0,708.71,0,2.37,0,2,0,1008,0,0,0,40,0,0,0,0
Agrabah,Agrabah,b_20,775,2,(M) Neoshadow,120,-1208.15,-500.0,705.49,0,2.37,0,2,0,1009,0,0,0,40,0,0,0,0
Agrabah,Agrabah,b_20,778,0,(M) Fiery Globe,76,-1611.86,-660.0,-323.7,0,1.58,0,2,0,1011,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,778,1,(M) Crimson Jazz,73,-1762.81,-760.0,-124.42,0,1.58,0,2,0,1013,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,778,2,(M) Fiery Globe,76,-1913.99,-660.0,124.87,0,1.58,0,2,0,1012,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,779,0,(M) Crimson Jazz,73,3411.59,-100.0,86.36,0,-0.82,0,2,0,1015,0,0,0,35,0,0,1,0
Agrabah,Agrabah,b_20,779,1,(M) Neoshadow,120,3126.22,-0.0,26.64,0,-0.82,0,2,0,1014,0,0,0,35,0,0,1,0
Agrabah,Agrabah,b_20,779,2,(M) Neoshadow,120,3524.42,-0.0,258.9,0,-0.82,0,2,0,1016,0,0,0,35,0,0,1,0
Agrabah,Agrabah,b_20,780,0,(M) Fat Bandit,1,-2398.83,-0.0,2879.42,0,2.36,0,2,0,1019,0,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,780,1,(M) Crimson Jazz,73,-2150.93,-0.0,2774.34,0,2.36,0,2,0,1018,0,0,0,40,0,0,0,0
Agrabah,Agrabah,b_20,781,0,(M) Crimson Jazz,73,76.1,-250.0,2045.32,0,-0.0,0,2,0,1020,1,0,0,25,0,0,0,0
Agrabah,Agrabah,b_20,781,1,(M) Neoshadow,120,76.06,-0.0,1995.32,0,-0.0,0,2,0,1021,1,0,0,5,0,0,0,0
Agrabah,Agrabah,b_20,782,0,(M) Fat Bandit,1,-511.55,-0.0,2511.9,0,0.75,0,2,0,1022,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,783,0,(M) Neoshadow,120,-944.93,-0.0,-560.76,0,0.8,0,2,0,1025,1,0,0,15,0,0,0,0
Agrabah,Agrabah,b_20,783,1,(M) Neoshadow,120,-800.03,-0.0,-770.53,0,0.8,0,2,0,1026,1,0,0,15,0,0,0,0
Agrabah,Agrabah,b_20,783,2,(M) Neoshadow,120,-953.09,-0.0,-65.85,0,0.8,0,2,0,1023,1,0,0,15,0,0,0,0
Agrabah,Agrabah,b_20,783,3,(M) Neoshadow,120,-779.25,-0.0,113.81,0,0.8,0,2,0,1024,1,0,0,15,0,0,0,0
Agrabah,Agrabah,b_20,784,0,(M) Fat Bandit,1,153.91,-250,-2465.15,0,-0.79,0,2,0,1027,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,784,1,(M) Fat Bandit,1,649.88,-250,-1971.17,0,-0.79,0,2,0,1029,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_20,785,0,(M) Fat Bandit,1,624.3,-0.0,2451.32,0,-0.74,0,2,0,1030,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,23,0,PLAYER,566,2592.52,-0.0,724.59,0,-2.27,0,0,0,6,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,23,1,PARTY 1,567,2604.84,-0.0,583.71,0,0.09,0,0,0,117,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,23,2,PARTY 2,568,2733.4,-0.0,736.91,0,1.66,0,0,0,118,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,106,0,(M) Luna Bandit,12,2614.06,-0.0,331.61,0,3.03,0,3,0,155,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,106,1,(M) Luna Bandit,12,2923.12,-0.0,855.51,0,-0.89,0,3,0,122,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,106,2,(M) Luna Bandit,12,2257.01,-0.0,761.75,0,1.27,0,3,0,123,0,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,106,3,(M) Shadow,302,2790.01,0.0,767.63,0,2.44,0,2,1,900,0,0,0,25,0,0,3,0
Agrabah,Agrabah,b_40,106,4,(M) Shadow,302,3019.83,0.0,574.79,0,2.44,0,2,1,908,0,0,0,25,0,0,3,0
Agrabah,Agrabah,b_40,106,5,(M) Shadow,302,2840.64,0.0,594.61,0,2.44,0,2,1,909,0,0,0,25,0,0,3,0
Agrabah,Agrabah,b_40,106,6,(M) Shadow,302,3106.91,-0.0,520.6,0,2.44,0,2,1,119,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,106,7,(M) Shadow,302,3336.72,-0.0,327.77,0,2.44,0,2,1,905,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,106,8,(M) Shadow,302,3157.54,-0.0,347.58,0,2.44,0,2,1,120,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,106,9,(M) Luna Bandit,12,3042.63,-0.0,444.0,0,2.44,0,2,1,121,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,107,0,(M) Luna Bandit,12,3054.44,-0.0,-40.12,0,0.68,0,2,1,912,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,107,1,(M) Luna Bandit,12,3247.28,-0.0,189.69,0,0.87,0,2,1,914,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,107,2,(M) Luna Bandit,12,3112.56,-0.0,106.92,0,0.87,0,2,1,983,0,0,0,25,0,0,1,0
Agrabah,Agrabah,b_40,107,3,(M) Luna Bandit,12,3124.25,-0.0,-97.66,0,0.68,0,2,1,913,0,0,0,25,0,0,2,0
Agrabah,Agrabah,b_40,107,4,(M) Luna Bandit,12,3317.09,-0.0,132.16,0,0.87,0,2,1,915,0,0,0,25,0,0,2,0
Agrabah,Agrabah,b_40,107,5,(M) Luna Bandit,12,3182.37,-0.0,49.39,0,0.87,0,2,1,984,0,0,0,25,0,0,2,0
Agrabah,Agrabah,b_40,107,6,(M) Luna Bandit,12,3189.27,-0.0,-143.84,0,0.68,0,2,1,916,0,0,0,25,0,0,3,0
Agrabah,Agrabah,b_40,107,7,(M) Luna Bandit,12,3382.11,-0.0,85.98,0,0.87,0,2,1,917,0,0,0,25,0,0,3,0
Agrabah,Agrabah,b_40,107,8,(M) Luna Bandit,12,3247.39,-0.0,3.21,0,0.87,0,2,1,985,0,0,0,25,0,0,3,0
Agrabah,Agrabah,b_40,107,9,(M) Luna Bandit,12,3235.94,-0.0,-185.9,0,0.68,0,2,1,918,0,0,0,25,0,0,4,0
Agrabah,Agrabah,b_40,107,10,(M) Luna Bandit,12,3294.06,-0.0,-38.85,0,0.87,0,2,1,986,0,0,0,25,0,0,4,0
Agrabah,Agrabah,b_40,107,11,(M) Luna Bandit,12,3428.78,-0.0,43.91,0,0.87,0,2,1,919,0,0,0,25,0,0,4,0
Agrabah,Agrabah,b_40,107,12,(M) Luna Bandit,12,3285.68,-0.0,-224.62,0,0.68,0,2,1,920,0,0,0,25,0,0,5,0
Agrabah,Agrabah,b_40,107,13,(M) Luna Bandit,12,3343.79,-0.0,-77.58,0,0.87,0,2,1,987,0,0,0,25,0,0,5,0
Agrabah,Agrabah,b_40,107,14,(M) Luna Bandit,12,3478.51,-0.0,5.19,0,0.87,0,2,1,921,0,0,0,25,0,0,5,0
Agrabah,Agrabah,b_40,107,15,(M) Luna Bandit,12,3368.41,-0.0,-250.41,0,0.68,0,2,1,922,0,0,0,25,0,0,6,0
Agrabah,Agrabah,b_40,107,16,(M) Luna Bandit,12,3521.06,-0.0,-68.49,0,0.87,0,2,1,923,0,0,0,25,0,0,6,0
Agrabah,Agrabah,b_40,107,17,(M) Luna Bandit,12,3406.43,-0.0,-127.31,0,0.87,0,2,1,988,0,0,0,25,0,0,6,0
Agrabah,Agrabah,b_40,108,0,(M) Luna Bandit,12,2478.12,-0.0,1377.5,0,-0.05,0,2,0,124,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,109,0,(M) Luna Bandit,12,1287.41,-0.0,863.59,0,2.2,0,2,0,125,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,110,0,(M) Luna Bandit,12,2687.14,-0.0,-43.05,0,2.34,0,2,0,126,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,111,0,(M) Luna Bandit,12,3851.73,-0.0,310.65,0,-2.29,0,2,0,127,1,0,0,0,0,0,0,0
Agrabah,Agrabah,b_40,112,0,(M) Luna Bandit,12,3524.07,-0.0,1373.32,0,-0.05,0,2,0,901,1,0,0,0,0,0,0,0
Agrabah,Agrabah,e_50,29,0,PLAYER,566,3130.7,-0.0,962.66,0,-1.57,0,1,50,128,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_50,29,1,PARTY 1,567,3230.7,-0.0,862.66,0,-1.57,0,1,50,129,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_50,29,2,PARTY 2,568,3230.7,-0.0,1062.66,0,-1.57,0,1,50,130,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_51,30,0,PLAYER,566,-64.33,0.0,1990.75,0,-1.57,0,1,51,131,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_51,30,1,PARTY 1,567,35.67,0.0,1890.75,0,-1.57,0,1,51,132,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_51,30,2,PARTY 2,568,35.67,0.0,2090.75,0,-1.57,0,1,51,133,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_52,31,0,PLAYER,566,-1594.3,-0.0,2002.08,0,1.57,0,1,52,134,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_52,31,1,PARTY 1,567,-1694.3,-0.0,2102.08,0,1.57,0,1,52,135,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_52,31,2,PARTY 2,568,-1694.3,-0.0,1902.08,0,1.57,0,1,52,136,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_53,32,0,PLAYER,566,3.98,0.0,2059.66,0,-3.14,0,1,53,14,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_53,32,1,PARTY 1,567,153.98,0.0,2009.66,0,-3.14,0,1,53,137,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_53,32,2,PARTY 2,568,-146.02,0.0,2009.66,0,-3.14,0,1,53,138,0,0,0,0,0,0,0,0
Agrabah,Agrabah,e_54,934,0,PLAYER,566,3421.08,-0.0,773.11,0,0.13,0,1,54,1037,0,0,0,0,0,0,0,0
